# vw  theta0  H_star  beta_over_H  t_p  xi_DM
0.5  2.356  0.5  29.1158  1.86415696e+00  2.27764211e+00
0.5  2.356  0.5  31.5219  1.82341159e+00  2.23407835e+00
0.5  2.356  0.5  34.1267  1.76978478e+00  2.17752122e+00
0.5  2.356  0.5  36.9468  1.73008994e+00  2.13623523e+00
0.5  2.356  0.5  40  1.69084532e+00  2.09590737e+00
0.5  2.356  1  4  1.77750114e+00  2.18560422e+00
0.5  2.356  1  4.33055  1.73998238e+00  2.14647782e+00
0.5  2.356  1  4.68841  1.70286383e+00  2.10820551e+00
0.5  2.356  1  5.07584  1.66614547e+00  2.07077821e+00
0.5  2.356  1  5.4953  1.62982731e+00  2.03418686e+00
0.5  2.356  1  5.94941  1.58499240e+00  1.98960945e+00
0.5  2.356  1  6.44105  1.54957469e+00  1.95486591e+00
0.5  2.356  1  6.97332  1.51455718e+00  1.92092895e+00
0.5  2.356  1  7.54957  1.47134808e+00  1.87962824e+00
0.5  2.356  1  8.17344  1.43723103e+00  1.84747308e+00
0.5  2.356  1  8.84887  1.39514749e+00  1.80837111e+00
0.5  2.356  1  9.58011  1.36193088e+00  1.77795216e+00
0.5  2.356  1  10.3718  1.32097290e+00  1.74099200e+00
0.5  2.356  1  11.2289  1.28865675e+00  1.71226374e+00
0.5  2.356  1  12.1568  1.24882433e+00  1.67738852e+00
0.5  2.356  1  13.1614  1.21740863e+00  1.65030549e+00
0.5  2.356  1  14.249  1.18639312e+00  1.62393910e+00
0.5  2.356  1  15.4265  1.15577782e+00  1.59828038e+00
0.5  2.356  1  16.7013  1.11807147e+00  1.56718848e+00
0.5  2.356  1  18.0814  1.08835661e+00  1.54308924e+00
0.5  2.356  1  19.5756  1.05904195e+00  1.51966853e+00
0.5  2.356  1  21.1933  1.03012750e+00  1.49691740e+00
0.5  2.356  1  22.9446  1.00870429e+00  1.48028805e+00
0.5  2.356  1  24.8407  9.80490184e-01  1.45868708e+00
0.5  2.356  1  26.8934  9.52676279e-01  1.43773099e+00
0.5  2.356  1  29.1158  9.32078481e-01  1.42243174e+00
0.5  2.356  1  31.5219  9.11705796e-01  1.40748638e+00
0.5  2.356  1  34.1267  8.84892391e-01  1.38810320e+00
0.5  2.356  1  36.9468  8.65044968e-01  1.37396885e+00
0.5  2.356  1  40  8.45422658e-01  1.36017573e+00
0.5  2.356  1.5  4  1.18500076e+00  1.62276419e+00
0.5  2.356  1.5  4.33055  1.15998825e+00  1.60178730e+00
0.5  2.356  1.5  4.68841  1.13524255e+00  1.58127704e+00
0.5  2.356  1.5  5.07584  1.11076365e+00  1.56122852e+00
0.5  2.356  1.5  5.4953  1.08655154e+00  1.54163688e+00
0.5  2.356  1.5  5.94941  1.05666160e+00  1.51778237e+00
0.5  2.356  1.5  6.44105  1.03304979e+00  1.49920084e+00
0.5  2.356  1.5  6.97332  1.00970479e+00  1.48106032e+00
0.5  2.356  1.5  7.54957  9.80898721e-01  1.45899740e+00
0.5  2.356  1.5  8.17344  9.58154017e-01  1.44183129e+00
0.5  2.356  1.5  8.84887  9.30098324e-01  1.42097091e+00
0.5  2.356  1.5  9.58011  9.07953920e-01  1.40475445e+00
0.5  2.356  1.5  10.3718  8.80648603e-01  1.38506563e+00
0.5  2.356  1.5  11.2289  8.59104499e-01  1.36977401e+00
0.5  2.356  1.5  12.1568  8.32549556e-01  1.35122572e+00
0.5  2.356  1.5  13.1614  8.11605752e-01  1.33683407e+00
0.5  2.356  1.5  14.249  7.90928748e-01  1.32283440e+00
0.5  2.356  1.5  15.4265  7.70518544e-01  1.30922177e+00
0.5  2.356  1.5  16.7013  7.45380977e-01  1.29274273e+00
0.5  2.356  1.5  18.0814  7.25571074e-01  1.27998285e+00
0.5  2.356  1.5  19.5756  7.06027970e-01  1.26759389e+00
0.5  2.356  1.5  21.1933  6.86751666e-01  1.25557087e+00
0.5  2.356  1.5  22.9446  6.72469526e-01  1.24679073e+00
0.5  2.356  1.5  24.8407  6.53660123e-01  1.23539604e+00
0.5  2.356  1.5  26.8934  6.35117519e-01  1.22435349e+00
0.5  2.356  1.5  29.1158  6.21385654e-01  1.21629964e+00
0.5  2.356  1.5  31.5219  6.07803864e-01  1.20843889e+00
0.5  2.356  1.5  34.1267  5.89928261e-01  1.19825459e+00
0.5  2.356  1.5  36.9468  5.76696646e-01  1.19083609e+00
0.5  2.356  1.5  40  5.63615106e-01  1.18360353e+00
0.5  2.356  2  4  8.88750570e-01  1.39087196e+00
0.5  2.356  2  4.33055  8.69991191e-01  1.37747418e+00
0.5  2.356  2  4.68841  8.51431913e-01  1.36438056e+00
0.5  2.356  2  5.07584  8.33072734e-01  1.35158792e+00
0.5  2.356  2  5.4953  8.14913656e-01  1.33909305e+00
0.5  2.356  2  5.94941  7.92496199e-01  1.32388833e+00
0.5  2.356  2  6.44105  7.74787345e-01  1.31205174e+00
0.5  2.356  2  6.97332  7.57278592e-01  1.30050251e+00
0.5  2.356  2  7.54957  7.35674041e-01  1.28646515e+00
0.5  2.356  2  8.17344  7.18615513e-01  1.27555069e+00
0.5  2.356  2  8.84887  6.97573743e-01  1.26229657e+00
0.5  2.356  2  9.58011  6.80965440e-01  1.25200049e+00
0.5  2.356  2  10.3718  6.60486452e-01  1.23950908e+00
0.5  2.356  2  11.2289  6.44328374e-01  1.22981493e+00
0.5  2.356  2  12.1568  6.24412167e-01  1.21806558e+00
0.5  2.356  2  13.1614  6.08704314e-01  1.20895678e+00
0.5  2.356  2  14.249  5.93196561e-01  1.20010280e+00
0.5  2.356  2  15.4265  5.77888908e-01  1.19150032e+00
0.5  2.356  2  16.7013  5.59035733e-01  1.18109584e+00
0.5  2.356  2  18.0814  5.44178305e-01  1.17304709e+00
0.5  2.356  2  19.5756  5.29520977e-01  1.16523900e+00
0.5  2.356  2  21.1933  5.15063750e-01  1.15766822e+00
0.5  2.356  2  22.9446  5.04352145e-01  1.15214384e+00
0.5  2.356  2  24.8407  4.90245092e-01  1.14498020e+00
0.5  2.356  2  26.8934  4.76338139e-01  1.13804456e+00
0.5  2.356  2  29.1158  4.66039240e-01  1.13299039e+00
0.5  2.356  2  31.5219  4.55852898e-01  1.12806108e+00
0.5  2.356  2  34.1267  4.42446195e-01  1.12168040e+00
0.5  2.356  2  36.9468  4.32522484e-01  1.11703678e+00
0.5  2.356  2  40  4.22711329e-01  1.11251315e+00
0.5  2.88  0.5  4  3.55500228e+00  2.78762569e+00
0.5  2.88  0.5  4.33055  3.47996476e+00  2.73220207e+00
0.5  2.88  0.5  4.68841  3.40572765e+00  2.67790464e+00
0.5  2.88  0.5  5.07584  3.33229094e+00  2.62472180e+00
0.5  2.88  0.5  5.4953  3.25965462e+00  2.57264194e+00
0.5  2.88  0.5  5.94941  3.16998479e+00  2.50907560e+00
0.5  2.88  0.5  6.44105  3.09914938e+00  2.45943529e+00
0.5  2.88  0.5  6.97332  3.02911437e+00  2.41086057e+00
0.5  2.88  0.5  7.54957  2.94269616e+00  2.35162329e+00
0.5  2.88  0.5  8.17344  2.87446205e+00  2.30540450e+00
0.5  2.88  0.5  8.84887  2.79029497e+00  2.24907627e+00
0.5  2.88  0.5  9.58011  2.72386176e+00  2.20515615e+00
0.5  2.88  0.5  10.3718  2.64194581e+00  2.15166571e+00
0.5  2.88  0.5  11.2289  2.57731350e+00  2.10998752e+00
0.5  2.88  0.5  12.1568  2.49764867e+00  2.05926425e+00
0.5  2.88  0.5  13.1614  2.43481726e+00  2.01977173e+00
0.5  2.88  0.5  14.249  2.37278624e+00  1.98123269e+00
0.5  2.88  0.5  15.4265  2.31155563e+00  1.94363616e+00
0.5  2.88  0.5  16.7013  2.23614293e+00  1.89794922e+00
0.5  2.88  0.5  18.0814  2.17671322e+00  1.86243337e+00
0.5  2.88  0.5  19.5756  2.11808391e+00  1.82782461e+00
0.5  2.88  0.5  21.1933  2.06025500e+00  1.79411214e+00
0.5  2.88  0.5  22.9446  2.01740858e+00  1.76940947e+00
0.5  2.88  0.5  24.8407  1.96098037e+00  1.73723957e+00
0.5  2.88  0.5  26.8934  1.90535256e+00  1.70593638e+00
0.5  2.88  0.5  29.1158  1.86415696e+00  1.68302136e+00
0.5  2.88  0.5  31.5219  1.82341159e+00  1.66058337e+00
0.5  2.88  0.5  34.1267  1.76978478e+00  1.63140036e+00
0.5  2.88  0.5  36.9468  1.73008994e+00  1.61005804e+00
0.5  2.88  0.5  40  1.69084532e+00  1.58917786e+00
0.5  2.88  1  4  1.77750114e+00  1.63557486e+00
0.5  2.88  1  4.33055  1.73998238e+00  1.61535599e+00
0.5  2.88  1  4.68841  1.70286383e+00  1.59554890e+00
0.5  2.88  1  5.07584  1.66614547e+00  1.57614987e+00
0.5  2.88  1  5.4953  1.62982731e+00  1.55715517e+00
0.5  2.88  1  5.94941  1.58499240e+00  1.53397473e+00
0.5  2.88  1  6.44105  1.54957469e+00  1.51587622e+00
0.5  2.88  1  6.97332  1.51455718e+00  1.49817000e+00
0.5  2.88  1  7.54957  1.47134808e+00  1.47658326e+00
0.5  2.88  1  8.17344  1.43723103e+00  1.45974622e+00
0.5  2.88  1  8.84887  1.39514749e+00  1.43923432e+00
0.5  2.88  1  9.58011  1.36193088e+00  1.42324784e+00
0.5  2.88  1  10.3718  1.32097290e+00  1.40378753e+00
0.5  2.88  1  11.2289  1.28865675e+00  1.38863306e+00
0.5  2.88  1  12.1568  1.24882433e+00  1.37020116e+00
0.5  2.88  1  13.1614  1.21740863e+00  1.35586015e+00
0.5  2.88  1  14.249  1.18639312e+00  1.34187474e+00
0.5  2.88  1  15.4265  1.15577782e+00  1.32824126e+00
0.5  2.88  1  16.7013  1.11807147e+00  1.31168875e+00
0.5  2.88  1  18.0814  1.08835661e+00  1.29883375e+00
0.5  2.88  1  19.5756  1.05904195e+00  1.28631877e+00
0.5  2.88  1  21.1933  1.03012750e+00  1.27414014e+00
0.5  2.88  1  22.9446  1.00870429e+00  1.26522469e+00
0.5  2.88  1  24.8407  9.80490184e-01  1.25362582e+00
0.5  2.88  1  26.8934  9.52676279e-01  1.24235315e+00
0.5  2.88  1  29.1158  9.32078481e-01  1.23411049e+00
0.5  2.88  1  31.5219  9.11705796e-01  1.22604766e+00
0.5  2.88  1  34.1267  8.84892391e-01  1.21557424e+00
0.5  2.88  1  36.9468  8.65044968e-01  1.20792488e+00
0.5  2.88  1  40  8.45422658e-01  1.20045008e+00
0.5  2.88  1.5  4  1.18500076e+00  1.34125098e+00
0.5  2.88  1.5  4.33055  1.15998825e+00  1.33010602e+00
0.5  2.88  1.5  4.68841  1.13524255e+00  1.31919359e+00
0.5  2.88  1.5  5.07584  1.11076365e+00  1.30851168e+00
0.5  2.88  1.5  5.4953  1.08655154e+00  1.29805831e+00
0.5  2.88  1.5  5.94941  1.05666160e+00  1.28530992e+00
0.5  2.88  1.5  6.44105  1.03304979e+00  1.27536344e+00
0.5  2.88  1.5  6.97332  1.00970479e+00  1.26563899e+00
0.5  2.88  1.5  7.54957  9.80898721e-01  1.25379260e+00
0.5  2.88  1.5  8.17344  9.58154017e-01  1.24456037e+00
0.5  2.88  1.5  8.84887  9.30098324e-01  1.23332287e+00
0.5  2.88  1.5  9.58011  9.07953920e-01  1.22457264e+00
0.5  2.88  1.5  10.3718  8.80648603e-01  1.21393121e+00
0.5  2.88  1.5  11.2289  8.59104499e-01  1.20565268e+00
0.5  2.88  1.5  12.1568  8.32549556e-01  1.19559440e+00
0.5  2.88  1.5  13.1614  8.11605752e-01  1.18777718e+00
0.5  2.88  1.5  14.249  7.90928748e-01  1.18016163e+00
0.5  2.88  1.5  15.4265  7.70518544e-01  1.17274566e+00
0.5  2.88  1.5  16.7013  7.45380977e-01  1.16375317e+00
0.5  2.88  1.5  18.0814  7.25571074e-01  1.15677857e+00
0.5  2.88  1.5  19.5756  7.06027970e-01  1.14999670e+00
0.5  2.88  1.5  21.1933  6.86751666e-01  1.14340541e+00
0.5  2.88  1.5  22.9446  6.72469526e-01  1.13858572e+00
0.5  2.88  1.5  24.8407  6.53660123e-01  1.13232274e+00
0.5  2.88  1.5  26.8934  6.35117519e-01  1.12624437e+00
0.5  2.88  1.5  29.1158  6.21385654e-01  1.12180541e+00
0.5  2.88  1.5  31.5219  6.07803864e-01  1.11746812e+00
0.5  2.88  1.5  34.1267  5.89928261e-01  1.11184157e+00
0.5  2.88  1.5  36.9468  5.76696646e-01  1.10773780e+00
0.5  2.88  1.5  40  5.63615106e-01  1.10373252e+00
0.5  2.88  2  4  8.88750570e-01  1.21707146e+00
0.5  2.88  2  4.33055  8.69991191e-01  1.20982289e+00
0.5  2.88  2  4.68841  8.51431913e-01  1.20272985e+00
0.5  2.88  2  5.07584  8.33072734e-01  1.19579099e+00
0.5  2.88  2  5.4953  8.14913656e-01  1.18900498e+00
0.5  2.88  2  5.94941  7.92496199e-01  1.18073534e+00
0.5  2.88  2  6.44105  7.74787345e-01  1.17428830e+00
0.5  2.88  2  6.97332  7.57278592e-01  1.16798969e+00
0.5  2.88  2  7.54957  7.35674041e-01  1.16032311e+00
0.5  2.88  2  8.17344  7.18615513e-01  1.15435350e+00
0.5  2.88  2  8.84887  6.97573743e-01  1.14709379e+00
0.5  2.88  2  9.58011  6.80965440e-01  1.14144616e+00
0.5  2.88  2  10.3718  6.60486452e-01  1.13458450e+00
0.5  2.88  2  11.2289  6.44328374e-01  1.12925173e+00
0.5  2.88  2  12.1568  6.24412167e-01  1.12277915e+00
0.5  2.88  2  13.1614  6.08704314e-01  1.11775402e+00
0.5  2.88  2  14.249  5.93196561e-01  1.11286327e+00
0.5  2.88  2  15.4265  5.77888908e-01  1.10810543e+00
0.5  2.88  2  16.7013  5.59035733e-01  1.10234278e+00
0.5  2.88  2  18.0814  5.44178305e-01  1.09787856e+00
0.5  2.88  2  19.5756  5.29520977e-01  1.09354240e+00
0.5  2.88  2  21.1933  5.15063750e-01  1.08933278e+00
0.5  2.88  2  22.9446  5.04352145e-01  1.08625768e+00
0.5  2.88  2  24.8407  4.90245092e-01  1.08226579e+00
0.5  2.88  2  26.8934  4.76338139e-01  1.07839617e+00
0.5  2.88  2  29.1158  4.66039240e-01  1.07557325e+00
0.5  2.88  2  31.5219  4.55852898e-01  1.07281755e+00
0.5  2.88  2  34.1267  4.42446195e-01  1.06924667e+00
0.5  2.88  2  36.9468  4.32522484e-01  1.06664516e+00
0.5  2.88  2  40  4.22711329e-01  1.06410859e+00
0.7  0.2618  0.5  4  3.11678320e+00  7.85667847e+00
0.7  0.2618  0.5  4.33055  3.06403182e+00  7.67390202e+00
0.7  0.2618  0.5  4.68841  3.02911437e+00  7.55383602e+00
0.7  0.2618  0.5  5.07584  2.97711337e+00  7.37639475e+00
0.7  0.2618  0.5  5.4953  2.90847906e+00  7.14472605e+00
0.7  0.2618  0.5  5.94941  2.85752859e+00  6.97462974e+00
0.7  0.2618  0.5  6.44105  2.80702834e+00  6.80763686e+00
0.7  0.2618  0.5  6.97332  2.74039503e+00  6.58976117e+00
0.7  0.2618  0.5  7.54957  2.69094530e+00  6.42990595e+00
0.7  0.2618  0.5  8.17344  2.62571269e+00  6.22145031e+00
0.7  0.2618  0.5  8.84887  2.57731350e+00  6.06858747e+00
0.7  0.2618  0.5  9.58011  2.51348158e+00  5.86935809e+00
0.7  0.2618  0.5  10.3718  2.45045007e+00  5.67531377e+00
0.7  0.2618  0.5  11.2289  2.40370170e+00  5.53314508e+00
0.7  0.2618  0.5  12.1568  2.34207089e+00  5.34802202e+00
0.7  0.2618  0.5  13.1614  2.28124048e+00  5.16790951e+00
0.7  0.2618  0.5  14.249  2.23614293e+00  5.03607509e+00
0.7  0.2618  0.5  15.4265  2.17671322e+00  4.86457809e+00
0.7  0.2618  0.5  16.7013  2.11808391e+00  4.69791669e+00
0.7  0.2618  0.5  18.0814  2.07463719e+00  4.57605564e+00
0.7  0.2618  0.5  19.5756  2.01740858e+00  4.41770303e+00
0.7  0.2618  0.5  21.1933  1.97501238e+00  4.30200021e+00
0.7  0.2618  0.5  22.9446  1.91918447e+00  4.15176061e+00
0.7  0.2618  0.5  24.8407  1.87783880e+00  4.04206898e+00
0.7  0.2618  0.5  26.8934  1.83694336e+00  3.93490843e+00
0.7  0.2618  0.5  29.1158  1.79649814e+00  3.83025183e+00
0.7  0.2618  0.5  31.5219  1.75650314e+00  3.72807199e+00
0.7  0.2618  0.5  34.1267  1.71695837e+00  3.62834169e+00
0.7  0.2618  0.5  36.9468  1.67786383e+00  3.53103368e+00
0.7  0.2618  0.5  40  1.63921951e+00  3.43612062e+00
0.7  0.2618  1  4  1.55839160e+00  3.24177668e+00
0.7  0.2618  1  4.33055  1.53201591e+00  3.17960156e+00
0.7  0.2618  1  4.68841  1.51455718e+00  3.13878808e+00
0.7  0.2618  1  5.07584  1.48855669e+00  3.07851553e+00
0.7  0.2618  1  5.4953  1.45423953e+00  2.99990590e+00
0.7  0.2618  1  5.94941  1.42876429e+00  2.94225132e+00
0.7  0.2618  1  6.44105  1.40351417e+00  2.88570239e+00
0.7  0.2618  1  6.97332  1.37019751e+00  2.81200672e+00
0.7  0.2618  1  7.54957  1.34547265e+00  2.75799935e+00
0.7  0.2618  1  8.17344  1.31285635e+00  2.68765655e+00
0.7  0.2618  1  8.84887  1.28865675e+00  2.63613693e+00
0.7  0.2618  1  9.58011  1.25674079e+00  2.56907520e+00
0.7  0.2618  1  10.3718  1.22522504e+00  2.50385592e+00
0.7  0.2618  1  11.2289  1.20185085e+00  2.45613632e+00
0.7  0.2618  1  12.1568  1.17103544e+00  2.39408430e+00
0.7  0.2618  1  13.1614  1.14062024e+00  2.33380939e+00
0.7  0.2618  1  14.249  1.11807147e+00  2.28975504e+00
0.7  0.2618  1  15.4265  1.08835661e+00  2.23253248e+00
0.7  0.2618  1  16.7013  1.05904195e+00  2.17702362e+00
0.7  0.2618  1  18.0814  1.03731859e+00  2.13649844e+00
0.7  0.2618  1  19.5756  1.00870429e+00  2.08392331e+00
0.7  0.2618  1  21.1933  9.87506191e-01  2.04557249e+00
0.7  0.2618  1  22.9446  9.59592236e-01  1.99585911e+00
0.7  0.2618  1  24.8407  9.38919401e-01  1.95962648e+00
0.7  0.2618  1  26.8934  9.18471678e-01  1.92428440e+00
0.7  0.2618  1  29.1158  8.98249068e-01  1.88982243e+00
0.7  0.2618  1  31.5219  8.78251571e-01  1.85623013e+00
0.7  0.2618  1  34.1267  8.58479186e-01  1.82349700e+00
0.7  0.2618  1  36.9468  8.38931914e-01  1.79161251e+00
0.7  0.2618  1  40  8.19609754e-01  1.76056606e+00
0.7  0.2618  1.5  4  1.03892773e+00  2.13948231e+00
0.7  0.2618  1.5  4.33055  1.02134394e+00  2.10703342e+00
0.7  0.2618  1.5  4.68841  1.00970479e+00  2.08574602e+00
0.7  0.2618  1.5  5.07584  9.92371124e-01  2.05432858e+00
0.7  0.2618  1.5  5.4953  9.69493019e-01  2.01338871e+00
0.7  0.2618  1.5  5.94941  9.52509529e-01  1.98338906e+00
0.7  0.2618  1.5  6.44105  9.35676113e-01  1.95398767e+00
0.7  0.2618  1.5  6.97332  9.13465009e-01  1.91570667e+00
0.7  0.2618  1.5  7.54957  8.96981768e-01  1.88767918e+00
0.7  0.2618  1.5  8.17344  8.75237564e-01  1.85120941e+00
0.7  0.2618  1.5  8.84887  8.59104499e-01  1.82452482e+00
0.7  0.2618  1.5  9.58011  8.37827195e-01  1.78982480e+00
0.7  0.2618  1.5  10.3718  8.16816691e-01  1.75611729e+00
0.7  0.2618  1.5  11.2289  8.01233900e-01  1.73147978e+00
0.7  0.2618  1.5  12.1568  7.80690296e-01  1.69947848e+00
0.7  0.2618  1.5  13.1614  7.60413493e-01  1.66842964e+00
0.7  0.2618  1.5  14.249  7.45380977e-01  1.64576124e+00
0.7  0.2618  1.5  15.4265  7.25571074e-01  1.61634988e+00
0.7  0.2618  1.5  16.7013  7.06027970e-01  1.58785507e+00
0.7  0.2618  1.5  18.0814  6.91545730e-01  1.56707700e+00
0.7  0.2618  1.5  19.5756  6.72469526e-01  1.54015233e+00
0.7  0.2618  1.5  21.1933  6.58337461e-01  1.52053571e+00
0.7  0.2618  1.5  22.9446  6.39728157e-01  1.49513803e+00
0.7  0.2618  1.5  24.8407  6.25946267e-01  1.47665035e+00
0.7  0.2618  1.5  26.8934  6.12314452e-01  1.45863648e+00
0.7  0.2618  1.5  29.1158  5.98832712e-01  1.44109038e+00
0.7  0.2618  1.5  31.5219  5.85501047e-01  1.42400599e+00
0.7  0.2618  1.5  34.1267  5.72319457e-01  1.40737721e+00
0.7  0.2618  1.5  36.9468  5.59287942e-01  1.39119795e+00
0.7  0.2618  1.5  40  5.46406502e-01  1.37546209e+00
0.7  0.2618  2  4  7.79195799e-01  1.69717166e+00
0.7  0.2618  2  4.33055  7.66007956e-01  1.67694223e+00
0.7  0.2618  2  4.68841  7.57278592e-01  1.66367760e+00
0.7  0.2618  2  5.07584  7.44278343e-01  1.64411035e+00
0.7  0.2618  2  5.4953  7.27119764e-01  1.61863015e+00
0.7  0.2618  2  5.94941  7.14382146e-01  1.59997215e+00
0.7  0.2618  2  6.44105  7.01757085e-01  1.58169745e+00
0.7  0.2618  2  6.97332  6.85098757e-01  1.55792074e+00
0.7  0.2618  2  7.54957  6.72736326e-01  1.54052539e+00
0.7  0.2618  2  8.17344  6.56428173e-01  1.51790716e+00
0.7  0.2618  2  8.84887  6.44328374e-01  1.50137013e+00
0.7  0.2618  2  9.58011  6.28370396e-01  1.47988220e+00
0.7  0.2618  2  10.3718  6.12612518e-01  1.45902744e+00
0.7  0.2618  2  11.2289  6.00925425e-01  1.44379630e+00
0.7  0.2618  2  12.1568  5.85517722e-01  1.42402719e+00
0.7  0.2618  2  13.1614  5.70310119e-01  1.40486558e+00
0.7  0.2618  2  14.249  5.59035733e-01  1.39088739e+00
0.7  0.2618  2  15.4265  5.44178305e-01  1.37276628e+00
0.7  0.2618  2  16.7013  5.29520977e-01  1.35522678e+00
0.7  0.2618  2  18.0814  5.18659297e-01  1.34244805e+00
0.7  0.2618  2  19.5756  5.04352145e-01  1.32590350e+00
0.7  0.2618  2  21.1933  4.93753096e-01  1.31386017e+00
0.7  0.2618  2  22.9446  4.79796118e-01  1.29828136e+00
0.7  0.2618  2  24.8407  4.69459701e-01  1.28695253e+00
0.7  0.2618  2  26.8934  4.59235839e-01  1.27592127e+00
0.7  0.2618  2  29.1158  4.49124534e-01  1.26518487e+00
0.7  0.2618  2  31.5219  4.39125785e-01  1.25473925e+00
0.7  0.2618  2  34.1267  4.29239593e-01  1.24458032e+00
0.7  0.2618  2  36.9468  4.19465957e-01  1.23470397e+00
0.7  0.2618  2  40  4.09804877e-01  1.22510609e+00
0.7  0.7854  0.5  4  3.11678320e+00  7.35415496e+00
0.7  0.7854  0.5  4.33055  3.06403182e+00  7.18483727e+00
0.7  0.7854  0.5  4.68841  3.02911437e+00  7.07361456e+00
0.7  0.7854  0.5  5.07584  2.97711337e+00  6.90924574e+00
0.7  0.7854  0.5  5.4953  2.90847906e+00  6.69465050e+00
0.7  0.7854  0.5  5.94941  2.85752859e+00  6.53709427e+00
0.7  0.7854  0.5  6.44105  2.80702834e+00  6.38241634e+00
0.7  0.7854  0.5  6.97332  2.74039503e+00  6.18061349e+00
0.7  0.7854  0.5  7.54957  2.69094530e+00  6.03255492e+00
0.7  0.7854  0.5  8.17344  2.62571269e+00  5.83948760e+00
0.7  0.7854  0.5  8.84887  2.57731350e+00  5.69791292e+00
0.7  0.7854  0.5  9.58011  2.51348158e+00  5.51340040e+00
0.7  0.7854  0.5  10.3718  2.45045007e+00  5.33369509e+00
0.7  0.7854  0.5  11.2289  2.40370170e+00  5.20203525e+00
0.7  0.7854  0.5  12.1568  2.34207089e+00  5.03060016e+00
0.7  0.7854  0.5  13.1614  2.28124048e+00  4.86380944e+00
0.7  0.7854  0.5  14.249  2.23614293e+00  4.74172858e+00
0.7  0.7854  0.5  15.4265  2.17671322e+00  4.58292269e+00
0.7  0.7854  0.5  16.7013  2.11808391e+00  4.42859782e+00
0.7  0.7854  0.5  18.0814  2.07463719e+00  4.31575900e+00
0.7  0.7854  0.5  19.5756  2.01740858e+00  4.16913255e+00
0.7  0.7854  0.5  21.1933  1.97501238e+00  4.06199903e+00
0.7  0.7854  0.5  22.9446  1.91918447e+00  3.92288814e+00
0.7  0.7854  0.5  24.8407  1.87783880e+00  3.82132256e+00
0.7  0.7854  0.5  26.8934  1.83694336e+00  3.72210108e+00
0.7  0.7854  0.5  29.1158  1.79649814e+00  3.62519837e+00
0.7  0.7854  0.5  31.5219  1.75650314e+00  3.53058904e+00
0.7  0.7854  0.5  34.1267  1.71695837e+00  3.43824765e+00
0.7  0.7854  0.5  36.9468  1.67786383e+00  3.34814874e+00
0.7  0.7854  0.5  40  1.63921951e+00  3.26026680e+00
0.7  0.7854  1  4  1.55839160e+00  3.08031526e+00
0.7  0.7854  1  4.33055  1.53201591e+00  3.02274393e+00
0.7  0.7854  1  4.68841  1.51455718e+00  2.98495211e+00
0.7  0.7854  1  5.07584  1.48855669e+00  2.92914121e+00
0.7  0.7854  1  5.4953  1.45423953e+00  2.85634925e+00
0.7  0.7854  1  5.94941  1.42876429e+00  2.80296037e+00
0.7  0.7854  1  6.44105  1.40351417e+00  2.75059426e+00
0.7  0.7854  1  6.97332  1.37019751e+00  2.68234791e+00
0.7  0.7854  1  7.54957  1.34547265e+00  2.63233256e+00
0.7  0.7854  1  8.17344  1.31285635e+00  2.56718716e+00
0.7  0.7854  1  8.84887  1.28865675e+00  2.51947243e+00
0.7  0.7854  1  9.58011  1.25674079e+00  2.45736097e+00
0.7  0.7854  1  10.3718  1.22522504e+00  2.39695297e+00
0.7  0.7854  1  11.2289  1.20185085e+00  2.35275160e+00
0.7  0.7854  1  12.1568  1.17103544e+00  2.29527290e+00
0.7  0.7854  1  13.1614  1.14062024e+00  2.23943552e+00
0.7  0.7854  1  14.249  1.11807147e+00  2.19862211e+00
0.7  0.7854  1  15.4265  1.08835661e+00  2.14560585e+00
0.7  0.7854  1  16.7013  1.05904195e+00  2.09417093e+00
0.7  0.7854  1  18.0814  1.03731859e+00  2.05661898e+00
0.7  0.7854  1  19.5756  1.00870429e+00  2.00789730e+00
0.7  0.7854  1  21.1933  9.87506191e-01  1.97235439e+00
0.7  0.7854  1  22.9446  9.59592236e-01  1.92627682e+00
0.7  0.7854  1  24.8407  9.38919401e-01  1.89269093e+00
0.7  0.7854  1  26.8934  9.18471678e-01  1.85992774e+00
0.7  0.7854  1  29.1158  8.98249068e-01  1.82797761e+00
0.7  0.7854  1  31.5219  8.78251571e-01  1.79683083e+00
0.7  0.7854  1  34.1267  8.58479186e-01  1.76647768e+00
0.7  0.7854  1  36.9468  8.38931914e-01  1.73690843e+00
0.7  0.7854  1  40  8.19609754e-01  1.70811483e+00
0.7  0.7854  1.5  4  1.03892773e+00  2.05938402e+00
0.7  0.7854  1.5  4.33055  1.02134394e+00  2.02931413e+00
0.7  0.7854  1.5  4.68841  1.00970479e+00  2.00958649e+00
0.7  0.7854  1.5  5.07584  9.92371124e-01  1.98046962e+00
0.7  0.7854  1.5  5.4953  9.69493019e-01  1.94252493e+00
0.7  0.7854  1.5  5.94941  9.52509529e-01  1.91471800e+00
0.7  0.7854  1.5  6.44105  9.35676113e-01  1.88746377e+00
0.7  0.7854  1.5  6.97332  9.13465009e-01  1.85197549e+00
0.7  0.7854  1.5  7.54957  8.96981768e-01  1.82599047e+00
0.7  0.7854  1.5  8.17344  8.75237564e-01  1.79217535e+00
0.7  0.7854  1.5  8.84887  8.59104499e-01  1.76743081e+00
0.7  0.7854  1.5  9.58011  8.37827195e-01  1.73525200e+00
0.7  0.7854  1.5  10.3718  8.16816691e-01  1.70398840e+00
