# vw  theta0  H_star  beta_over_H  t_p  xi_DM
0.3  1.833  1  14.249  1.28865675e+00  2.02304221e+00
0.3  1.833  1  15.4265  1.24882433e+00  1.97191037e+00
0.3  1.833  1  16.7013  1.20961723e+00  1.92249574e+00
0.3  1.833  1  18.0814  1.17103544e+00  1.87477035e+00
0.3  1.833  1  19.5756  1.14062024e+00  1.83778747e+00
0.3  1.833  1  21.1933  1.10316401e+00  1.79303213e+00
0.3  1.833  1  22.9446  1.07364926e+00  1.75838895e+00
0.3  1.833  1  24.8407  1.04453470e+00  1.72476226e+00
0.3  1.833  1  26.8934  1.00870429e+00  1.68413638e+00
0.3  1.833  1  29.1158  9.80490184e-01  1.65274408e+00
0.3  1.833  1  31.5219  9.59592236e-01  1.62983695e+00
0.3  1.833  1  34.1267  9.32078481e-01  1.60013106e+00
0.3  1.833  1  36.9468  9.04964926e-01  1.57137032e+00
0.3  1.833  1  40  8.84892391e-01  1.55041069e+00
0.3  1.833  1.5  4  1.41524087e+00  2.19157572e+00
0.3  1.833  1.5  4.33055  1.37432041e+00  2.13610621e+00
0.3  1.833  1.5  4.68841  1.33400025e+00  2.08236827e+00
0.3  1.833  1.5  5.07584  1.30085868e+00  2.03889045e+00
0.3  1.833  1.5  5.4953  1.26163907e+00  1.98825891e+00
0.3  1.833  1.5  5.94941  1.22301977e+00  1.93928457e+00
0.3  1.833  1.5  6.44105  1.18500076e+00  1.89194113e+00
0.3  1.833  1.5  6.97332  1.14758205e+00  1.84620226e+00
0.3  1.833  1.5  7.54957  1.11076365e+00  1.80204161e+00
0.3  1.833  1.5  8.17344  1.07454554e+00  1.75943279e+00
0.3  1.833  1.5  8.84887  1.04482235e+00  1.72509180e+00
0.3  1.833  1.5  9.58011  1.00970479e+00  1.68525932e+00
0.3  1.833  1.5  10.3718  9.80898721e-01  1.65319483e+00
0.3  1.833  1.5  11.2289  9.46881715e-01  1.61604960e+00
0.3  1.833  1.5  12.1568  9.18992772e-01  1.58618640e+00
0.3  1.833  1.5  13.1614  8.86076316e-01  1.55163902e+00
0.3  1.833  1.5  14.249  8.59104499e-01  1.52390422e+00
0.3  1.833  1.5  15.4265  8.32549556e-01  1.49711170e+00
0.3  1.833  1.5  16.7013  8.06411489e-01  1.47124594e+00
0.3  1.833  1.5  18.0814  7.80690296e-01  1.44629142e+00
0.3  1.833  1.5  19.5756  7.60413493e-01  1.42697340e+00
0.3  1.833  1.5  21.1933  7.35442675e-01  1.40361976e+00
0.3  1.833  1.5  22.9446  7.15766172e-01  1.38556217e+00
0.3  1.833  1.5  24.8407  6.96356468e-01  1.36805173e+00
0.3  1.833  1.5  26.8934  6.72469526e-01  1.34692082e+00
0.3  1.833  1.5  29.1158  6.53660123e-01  1.33061197e+00
0.3  1.833  1.5  31.5219  6.39728157e-01  1.31872261e+00
0.3  1.833  1.5  34.1267  6.21385654e-01  1.30331999e+00
0.3  1.833  1.5  36.9468  6.03309951e-01  1.28842403e+00
0.3  1.833  1.5  40  5.89928261e-01  1.27757965e+00
0.3  1.833  2  4  1.06143065e+00  1.74421013e+00
0.3  1.833  2  4.33055  1.03074031e+00  1.70902197e+00
0.3  1.833  2  4.68841  1.00050019e+00  1.67495337e+00
0.3  1.833  2  5.07584  9.75644011e-01  1.64740568e+00
0.3  1.833  2  5.4953  9.46229306e-01  1.61534490e+00
0.3  1.833  2  5.94941  9.17264825e-01  1.58435393e+00
0.3  1.833  2  6.44105  8.88750570e-01  1.55441724e+00
0.3  1.833  2  6.97332  8.60686539e-01  1.52551658e+00
0.3  1.833  2  7.54957  8.33072734e-01  1.49763458e+00
0.3  1.833  2  8.17344  8.05909154e-01  1.47075381e+00
0.3  1.833  2  8.84887  7.83616759e-01  1.44910544e+00
0.3  1.833  2  9.58011  7.57278592e-01  1.42401494e+00
0.3  1.833  2  10.3718  7.35674041e-01  1.40383390e+00
0.3  1.833  2  11.2289  7.10161286e-01  1.38047470e+00
0.3  1.833  2  12.1568  6.89244579e-01  1.36171177e+00
0.3  1.833  2  13.1614  6.64557237e-01  1.34002464e+00
0.3  1.833  2  14.249  6.44328374e-01  1.32263032e+00
0.3  1.833  2  15.4265  6.24412167e-01  1.30584164e+00
0.3  1.833  2  16.7013  6.04808617e-01  1.28964829e+00
0.3  1.833  2  18.0814  5.85517722e-01  1.27403992e+00
0.3  1.833  2  19.5756  5.70310119e-01  1.26196696e+00
0.3  1.833  2  21.1933  5.51582007e-01  1.24738535e+00
0.3  1.833  2  22.9446  5.36824629e-01  1.23612076e+00
0.3  1.833  2  24.8407  5.22267351e-01  1.22520652e+00
0.3  1.833  2  26.8934  5.04352145e-01  1.21204822e+00
0.3  1.833  2  29.1158  4.90245092e-01  1.20190259e+00
0.3  1.833  2  31.5219  4.79796118e-01  1.19451207e+00
0.3  1.833  2  34.1267  4.66039240e-01  1.18494530e+00
0.3  1.833  2  36.9468  4.52482463e-01  1.17570183e+00
0.3  1.833  2  40  4.42446195e-01  1.16897810e+00
0.3  2.356  0.5  4  4.24572260e+00  5.56827014e+00
0.3  2.356  0.5  4.33055  4.12296122e+00  5.36739876e+00
0.3  2.356  0.5  4.68841  4.00200075e+00  5.17245961e+00
0.3  2.356  0.5  5.07584  3.90257604e+00  5.01447799e+00
0.3  2.356  0.5  5.4953  3.78491722e+00  4.83018466e+00
0.3  2.356  0.5  5.94941  3.66905930e+00  4.65157288e+00
0.3  2.356  0.5  6.44105  3.55500228e+00  4.47855426e+00
0.3  2.356  0.5  6.97332  3.44274616e+00  4.31104036e+00
0.3  2.356  0.5  7.54957  3.33229094e+00  4.14894271e+00
0.3  2.356  0.5  8.17344  3.22363662e+00  3.99217278e+00
0.3  2.356  0.5  8.84887  3.13446704e+00  3.86553704e+00
0.3  2.356  0.5  9.58011  3.02911437e+00  3.71830447e+00
0.3  2.356  0.5  10.3718  2.94269616e+00  3.59949240e+00
0.3  2.356  0.5  11.2289  2.84064515e+00  3.46149926e+00
0.3  2.356  0.5  12.1568  2.75697832e+00  3.35026258e+00
0.3  2.356  0.5  13.1614  2.65822895e+00  3.22121105e+00
0.3  2.356  0.5  14.249  2.57731350e+00  3.11730176e+00
0.3  2.356  0.5  15.4265  2.49764867e+00  3.01664124e+00
0.3  2.356  0.5  16.7013  2.41923447e+00  2.91917841e+00
0.3  2.356  0.5  18.0814  2.34207089e+00  2.82486227e+00
0.3  2.356  0.5  19.5756  2.28124048e+00  2.75164076e+00
0.3  2.356  0.5  21.1933  2.20632803e+00  2.66286039e+00
0.3  2.356  0.5  22.9446  2.14729852e+00  2.59400163e+00
0.3  2.356  0.5  24.8407  2.08906940e+00  2.52703967e+00
0.3  2.356  0.5  26.8934  2.01740858e+00  2.44596513e+00
0.3  2.356  0.5  29.1158  1.96098037e+00  2.38317628e+00
0.3  2.356  0.5  31.5219  1.91918447e+00  2.33727565e+00
0.3  2.356  0.5  34.1267  1.86415696e+00  2.27764211e+00
0.3  2.356  0.5  36.9468  1.80992985e+00  2.21977617e+00
0.3  2.356  0.5  40  1.76978478e+00  2.17752122e+00
0.3  2.356  1  4  2.12286130e+00  2.56578220e+00
0.3  2.356  1  4.33055  2.06148061e+00  2.49565123e+00
0.3  2.356  1  4.68841  2.00100038e+00  2.42761107e+00
0.3  2.356  1  5.07584  1.95128802e+00  2.37248581e+00
0.3  2.356  1  5.4953  1.89245861e+00  2.30819869e+00
0.3  2.356  1  5.94941  1.83452965e+00  2.24591506e+00
0.3  2.356  1  6.44105  1.77750114e+00  2.18560422e+00
0.3  2.356  1  6.97332  1.72137308e+00  2.12723548e+00
0.3  2.356  1  7.54957  1.66614547e+00  2.07077821e+00
0.3  2.356  1  8.17344  1.61181831e+00  2.01620184e+00
0.3  2.356  1  8.84887  1.56723352e+00  1.97213629e+00
0.3  2.356  1  9.58011  1.51455718e+00  1.92092895e+00
0.3  2.356  1  10.3718  1.47134808e+00  1.87962824e+00
0.3  2.356  1  11.2289  1.42032257e+00  1.83168754e+00
0.3  2.356  1  12.1568  1.37848916e+00  1.79306645e+00
0.3  2.356  1  13.1614  1.32911447e+00  1.74829024e+00
0.3  2.356  1  14.249  1.28865675e+00  1.71226374e+00
0.3  2.356  1  15.4265  1.24882433e+00  1.67738852e+00
0.3  2.356  1  16.7013  1.20961723e+00  1.64364706e+00
0.3  2.356  1  18.0814  1.17103544e+00  1.61102184e+00
0.3  2.356  1  19.5756  1.14062024e+00  1.58571359e+00
0.3  2.356  1  21.1933  1.10316401e+00  1.55505348e+00
0.3  2.356  1  22.9446  1.07364926e+00  1.53129463e+00
0.3  2.356  1  24.8407  1.04453470e+00  1.50820983e+00
0.3  2.356  1  26.8934  1.00870429e+00  1.48028805e+00
0.3  2.356  1  29.1158  9.80490184e-01  1.45868708e+00
0.3  2.356  1  31.5219  9.59592236e-01  1.44291005e+00
0.3  2.356  1  34.1267  9.32078481e-01  1.42243174e+00
0.3  2.356  1  36.9468  9.04964926e-01  1.40258259e+00
0.3  2.356  1  40  8.84892391e-01  1.38810320e+00
0.3  2.356  1.5  4  1.41524087e+00  1.82696296e+00
0.3  2.356  1.5  4.33055  1.37432041e+00  1.78925197e+00
0.3  2.356  1.5  4.68841  1.33400025e+00  1.75268157e+00
0.3  2.356  1.5  5.07584  1.30085868e+00  1.72306562e+00
0.3  2.356  1.5  5.4953  1.26163907e+00  1.68854346e+00
0.3  2.356  1.5  5.94941  1.22301977e+00  1.65511514e+00
0.3  2.356  1.5  6.44105  1.18500076e+00  1.62276419e+00
0.3  2.356  1.5  6.97332  1.14758205e+00  1.59147414e+00
0.3  2.356  1.5  7.54957  1.11076365e+00  1.56122852e+00
0.3  2.356  1.5  8.17344  1.07454554e+00  1.53201086e+00
0.3  2.356  1.5  8.84887  1.04482235e+00  1.50843617e+00
0.3  2.356  1.5  9.58011  1.00970479e+00  1.48106032e+00
0.3  2.356  1.5  10.3718  9.80898721e-01  1.45899740e+00
0.3  2.356  1.5  11.2289  9.46881715e-01  1.43340796e+00
0.3  2.356  1.5  12.1568  9.18992772e-01  1.41281061e+00
0.3  2.356  1.5  13.1614  8.86076316e-01  1.38895209e+00
0.3  2.356  1.5  14.249  8.59104499e-01  1.36977401e+00
0.3  2.356  1.5  15.4265  8.32549556e-01  1.35122572e+00
0.3  2.356  1.5  16.7013  8.06411489e-01  1.33329760e+00
0.3  2.356  1.5  18.0814  7.80690296e-01  1.31598001e+00
0.3  2.356  1.5  19.5756  7.60413493e-01  1.30255905e+00
0.3  2.356  1.5  21.1933  7.35442675e-01  1.28631612e+00
0.3  2.356  1.5  22.9446  7.15766172e-01  1.27374232e+00
0.3  2.356  1.5  24.8407  6.96356468e-01  1.26153695e+00
0.3  2.356  1.5  26.8934  6.72469526e-01  1.24679073e+00
0.3  2.356  1.5  29.1158  6.53660123e-01  1.23539604e+00
0.3  2.356  1.5  31.5219  6.39728157e-01  1.22708139e+00
0.3  2.356  1.5  34.1267  6.21385654e-01  1.21629964e+00
0.3  2.356  1.5  36.9468  6.03309951e-01  1.20586118e+00
0.3  2.356  1.5  40  5.89928261e-01  1.19825459e+00
0.3  2.356  2  4  1.06143065e+00  1.52156367e+00
0.3  2.356  2  4.33055  1.03074031e+00  1.49739594e+00
0.3  2.356  2  4.68841  1.00050019e+00  1.47397159e+00
0.3  2.356  2  5.07584  9.75644011e-01  1.45501145e+00
0.3  2.356  2  5.4953  9.46229306e-01  1.43292217e+00
0.3  2.356  2  5.94941  9.17264825e-01  1.41154592e+00
0.3  2.356  2  6.44105  8.88750570e-01  1.39087196e+00
0.3  2.356  2  6.97332  8.60686539e-01  1.37088955e+00
0.3  2.356  2  7.54957  8.33072734e-01  1.35158792e+00
0.3  2.356  2  8.17344  8.05909154e-01  1.33295628e+00
0.3  2.356  2  8.84887  7.83616759e-01  1.31793392e+00
0.3  2.356  2  9.58011  7.57278592e-01  1.30050251e+00
0.3  2.356  2  10.3718  7.35674041e-01  1.28646515e+00
0.3  2.356  2  11.2289  7.10161286e-01  1.27019748e+00
0.3  2.356  2  12.1568  6.89244579e-01  1.25711463e+00
0.3  2.356  2  13.1614  6.64557237e-01  1.24197398e+00
0.3  2.356  2  14.249  6.44328374e-01  1.22981493e+00
0.3  2.356  2  15.4265  6.24412167e-01  1.21806558e+00
0.3  2.356  2  16.7013  6.04808617e-01  1.20671953e+00
0.3  2.356  2  18.0814  5.85517722e-01  1.19577033e+00
0.3  2.356  2  19.5756  5.70310119e-01  1.18729236e+00
0.3  2.356  2  21.1933  5.51582007e-01  1.17704117e+00
0.3  2.356  2  22.9446  5.36824629e-01  1.16911317e+00
0.3  2.356  2  24.8407  5.22267351e-01  1.16142416e+00
0.3  2.356  2  26.8934  5.04352145e-01  1.15214384e+00
0.3  2.356  2  29.1158  4.90245092e-01  1.14498020e+00
0.3  2.356  2  31.5219  4.79796118e-01  1.13975729e+00
0.3  2.356  2  34.1267  4.66039240e-01  1.13299039e+00
0.3  2.356  2  36.9468  4.52482463e-01  1.12644548e+00
0.3  2.356  2  40  4.42446195e-01  1.12168040e+00
0.3  2.88  0.5  4  4.24572260e+00  3.32240863e+00
0.3  2.88  0.5  4.33055  4.12296122e+00  3.22420492e+00
0.3  2.88  0.5  4.68841  4.00200075e+00  3.12875242e+00
0.3  2.88  0.5  5.07584  3.90257604e+00  3.05128177e+00
0.3  2.88  0.5  5.4953  3.78491722e+00  2.96077045e+00
0.3  2.88  0.5  5.94941  3.66905930e+00  2.87289827e+00
0.3  2.88  0.5  6.44105  3.55500228e+00  2.78762569e+00
0.3  2.88  0.5  6.97332  3.44274616e+00  2.70491331e+00
0.3  2.88  0.5  7.54957  3.33229094e+00  2.62472180e+00
0.3  2.88  0.5  8.17344  3.22363662e+00  2.54701202e+00
0.3  2.88  0.5  8.84887  3.13446704e+00  2.48412153e+00
0.3  2.88  0.5  9.58011  3.02911437e+00  2.41086057e+00
0.3  2.88  0.5  10.3718  2.94269616e+00  2.35162329e+00
0.3  2.88  0.5  11.2289  2.84064515e+00  2.28268157e+00
0.3  2.88  0.5  12.1568  2.75697832e+00  2.22699009e+00
0.3  2.88  0.5  13.1614  2.65822895e+00  2.16223942e+00
0.3  2.88  0.5  14.249  2.57731350e+00  2.10998752e+00
0.3  2.88  0.5  15.4265  2.49764867e+00  2.05926425e+00
0.3  2.88  0.5  16.7013  2.41923447e+00  2.01004801e+00
0.3  2.88  0.5  18.0814  2.34207089e+00  1.96231730e+00
0.3  2.88  0.5  19.5756  2.28124048e+00  1.92518791e+00
0.3  2.88  0.5  21.1933  2.20632803e+00  1.88007723e+00
0.3  2.88  0.5  22.9446  2.14729852e+00  1.84501628e+00
0.3  2.88  0.5  24.8407  2.08906940e+00  1.81085702e+00
0.3  2.88  0.5  26.8934  2.01740858e+00  1.76940947e+00
0.3  2.88  0.5  29.1158  1.96098037e+00  1.73723957e+00
0.3  2.88  0.5  31.5219  1.91918447e+00  1.71368151e+00
0.3  2.88  0.5  34.1267  1.86415696e+00  1.68302136e+00
0.3  2.88  0.5  36.9468  1.80992985e+00  1.65320927e+00
0.3  2.88  0.5  40  1.76978478e+00  1.63140036e+00
0.3  2.88  1  4  2.12286130e+00  1.83062860e+00
0.3  2.88  1  4.33055  2.06148061e+00  1.79482222e+00
0.3  2.88  1  4.68841  2.00100038e+00  1.76001228e+00
0.3  2.88  1  5.07584  1.95128802e+00  1.73175593e+00
0.3  2.88  1  5.4953  1.89245861e+00  1.69873955e+00
0.3  2.88  1  5.94941  1.83452965e+00  1.66668342e+00
0.3  2.88  1  6.44105  1.77750114e+00  1.63557486e+00
0.3  2.88  1  6.97332  1.72137308e+00  1.60540121e+00
0.3  2.88  1  7.54957  1.66614547e+00  1.57614987e+00
0.3  2.88  1  8.17344  1.61181831e+00  1.54780828e+00
0.3  2.88  1  8.84887  1.56723352e+00  1.52487621e+00
0.3  2.88  1  9.58011  1.51455718e+00  1.49817000e+00
0.3  2.88  1  10.3718  1.47134808e+00  1.47658326e+00
0.3  2.88  1  11.2289  1.42032257e+00  1.45147055e+00
0.3  2.88  1  12.1568  1.37848916e+00  1.43119434e+00
0.3  2.88  1  13.1614  1.32911447e+00  1.40763343e+00
0.3  2.88  1  14.249  1.28865675e+00  1.38863306e+00
0.3  2.88  1  15.4265  1.24882433e+00  1.37020116e+00
0.3  2.88  1  16.7013  1.20961723e+00  1.35233061e+00
0.3  2.88  1  18.0814  1.17103544e+00  1.33501424e+00
0.3  2.88  1  19.5756  1.14062024e+00  1.32155536e+00
0.3  2.88  1  21.1933  1.10316401e+00  1.30521852e+00
0.3  2.88  1  22.9446  1.07364926e+00  1.29253398e+00
0.3  2.88  1  24.8407  1.04453470e+00  1.28018764e+00
0.3  2.88  1  26.8934  1.00870429e+00  1.26522469e+00
0.3  2.88  1  29.1158  9.80490184e-01  1.25362582e+00
0.3  2.88  1  31.5219  9.59592236e-01  1.24514094e+00
0.3  2.88  1  34.1267  9.32078481e-01  1.23411049e+00
0.3  2.88  1  36.9468  9.04964926e-01  1.22339974e+00
0.3  2.88  1  40  8.84892391e-01  1.21557424e+00
0.3  2.88  1.5  4  1.41524087e+00  1.44899235e+00
0.3  2.88  1.5  4.33055  1.37432041e+00  1.42918946e+00
0.3  2.88  1.5  4.68841  1.33400025e+00  1.40994672e+00
0.3  2.88  1.5  5.07584  1.30085868e+00  1.39433416e+00
0.3  2.88  1.5  5.4953  1.26163907e+00  1.37610090e+00
0.3  2.88  1.5  5.94941  1.22301977e+00  1.35840875e+00
0.3  2.88  1.5  6.44105  1.18500076e+00  1.34125098e+00
0.3  2.88  1.5  6.97332  1.14758205e+00  1.32462086e+00
0.3  2.88  1.5  7.54957  1.11076365e+00  1.30851168e+00
0.3  2.88  1.5  8.17344  1.07454554e+00  1.29291670e+00
0.3  2.88  1.5  8.84887  1.04482235e+00  1.28030880e+00
0.3  2.88  1.5  9.58011  1.00970479e+00  1.26563899e+00
0.3  2.88  1.5  10.3718  9.80898721e-01  1.25379260e+00
0.3  2.88  1.5  11.2289  9.46881715e-01  1.24002519e+00
0.3  2.88  1.5  12.1568  9.18992772e-01  1.22892126e+00
0.3  2.88  1.5  13.1614  8.86076316e-01  1.21603332e+00
0.3  2.88  1.5  14.249  8.59104499e-01  1.20565268e+00
0.3  2.88  1.5  15.4265  8.32549556e-01  1.19559440e+00
0.3  2.88  1.5  16.7013  8.06411489e-01  1.18585447e+00
0.3  2.88  1.5  18.0814  7.80690296e-01  1.17642883e+00
0.3  2.88  1.5  19.5756  7.60413493e-01  1.16911186e+00
0.3  2.88  1.5  21.1933  7.35442675e-01  1.16024165e+00
0.3  2.88  1.5  22.9446  7.15766172e-01  1.15336368e+00
0.3  2.88  1.5  24.8407  6.96356468e-01  1.14667737e+00
0.3  2.88  1.5  26.8934  6.72469526e-01  1.13858572e+00
0.3  2.88  1.5  29.1158  6.53660123e-01  1.13232274e+00
0.3  2.88  1.5  31.5219  6.39728157e-01  1.12774678e+00
0.3  2.88  1.5  34.1267  6.21385654e-01  1.12180541e+00
0.3  2.88  1.5  36.9468  6.03309951e-01  1.11604478e+00
0.3  2.88  1.5  40  5.89928261e-01  1.11184157e+00
0.3  2.88  2  4  1.06143065e+00  1.28733227e+00
0.3  2.88  2  4.33055  1.03074031e+00  1.27439653e+00
0.3  2.88  2  4.68841  1.00050019e+00  1.26183513e+00
0.3  2.88  2  5.07584  9.75644011e-01  1.25165008e+00
0.3  2.88  2  5.4953  9.46229306e-01  1.23976353e+00
0.3  2.88  2  5.94941  9.17264825e-01  1.22823880e+00
0.3  2.88  2  6.44105  8.88750570e-01  1.21707146e+00
0.3  2.88  2  6.97332  8.60686539e-01  1.20625702e+00
0.3  2.88  2  7.54957  8.33072734e-01  1.19579099e+00
0.3  2.88  2  8.17344  8.05909154e-01  1.18566887e+00
0.3  2.88  2  8.84887  7.83616759e-01  1.17749318e+00
0.3  2.88  2  9.58011  7.57278592e-01  1.16798969e+00
0.3  2.88  2  10.3718  7.35674041e-01  1.16032311e+00
0.3  2.88  2  11.2289  7.10161286e-01  1.15142278e+00
0.3  2.88  2  12.1568  6.89244579e-01  1.14425229e+00
0.3  2.88  2  13.1614  6.64557237e-01  1.13593936e+00
0.3  2.88  2  14.249  6.44328374e-01  1.12925173e+00
0.3  2.88  2  15.4265  6.24412167e-01  1.12277915e+00
0.3  2.88  2  16.7013  6.04808617e-01  1.11651879e+00
0.3  2.88  2  18.0814  5.85517722e-01  1.11046783e+00
0.3  2.88  2  19.5756  5.70310119e-01  1.10577589e+00
0.3  2.88  2  21.1933  5.51582007e-01  1.10009457e+00
0.3  2.88  2  22.9446  5.36824629e-01  1.09569457e+00
0.3  2.88  2  24.8407  5.22267351e-01  1.09142187e+00
0.3  2.88  2  26.8934  5.04352145e-01  1.08625768e+00
0.3  2.88  2  29.1158  4.90245092e-01  1.08226579e+00
0.3  2.88  2  31.5219  4.79796118e-01  1.07935220e+00
0.3  2.88  2  34.1267  4.66039240e-01  1.07557325e+00
0.3  2.88  2  36.9468  4.52482463e-01  1.07191380e+00
0.3  2.88  2  40  4.42446195e-01  1.06924667e+00
0.5  0.2618  0.5  4  3.55500228e+00  9.43764352e+00
0.5  0.2618  0.5  4.33055  3.47996476e+00  9.15918617e+00
0.5  0.2618  0.5  4.68841  3.40572765e+00  8.88679819e+00
0.5  0.2618  0.5  5.07584  3.33229094e+00  8.62041651e+00
0.5  0.2618  0.5  5.4953  3.25965462e+00  8.35997805e+00
0.5  0.2618  0.5  5.94941  3.16998479e+00  8.04269153e+00
0.5  0.2618  0.5  6.44105  3.09914938e+00  7.79539468e+00
0.5  0.2618  0.5  6.97332  3.02911437e+00  7.55383602e+00
0.5  0.2618  0.5  7.54957  2.94269616e+00  7.25986088e+00
0.5  0.2618  0.5  8.17344  2.87446205e+00  7.03098237e+00
0.5  0.2618  0.5  8.84887  2.79029497e+00  6.75265761e+00
0.5  0.2618  0.5  9.58011  2.72386176e+00  6.53613950e+00
0.5  0.2618  0.5  10.3718  2.64194581e+00  6.27306526e+00
0.5  0.2618  0.5  11.2289  2.57731350e+00  6.06858747e+00
0.5  0.2618  0.5  12.1568  2.49764867e+00  5.82036339e+00
0.5  0.2618  0.5  13.1614  2.43481726e+00  5.62760543e+00
0.5  0.2618  0.5  14.249  2.37278624e+00  5.43995326e+00
0.5  0.2618  0.5  15.4265  2.31155563e+00  5.25734342e+00
0.5  0.2618  0.5  16.7013  2.23614293e+00  5.03607509e+00
0.5  0.2618  0.5  18.0814  2.17671322e+00  4.86457809e+00
0.5  0.2618  0.5  19.5756  2.11808391e+00  4.69791669e+00
0.5  0.2618  0.5  21.1933  2.06025500e+00  4.53602711e+00
0.5  0.2618  0.5  22.9446  2.01740858e+00  4.41770303e+00
0.5  0.2618  0.5  24.8407  1.96098037e+00  4.26401044e+00
0.5  0.2618  0.5  26.8934  1.90535256e+00  4.11491382e+00
0.5  0.2618  0.5  29.1158  1.86415696e+00  4.00606891e+00
0.5  0.2618  0.5  31.5219  1.82341159e+00  3.89974602e+00
0.5  0.2618  0.5  34.1267  1.76978478e+00  3.76185842e+00
0.5  0.2618  0.5  36.9468  1.73008994e+00  3.66131463e+00
0.5  0.2618  0.5  40  1.69084532e+00  3.56320223e+00
0.5  0.2618  1  4  1.77750114e+00  3.78155431e+00
0.5  0.2618  1  4.33055  1.73998238e+00  3.68624920e+00
0.5  0.2618  1  4.68841  1.70286383e+00  3.59311138e+00
0.5  0.2618  1  5.07584  1.66614547e+00  3.50211797e+00
0.5  0.2618  1  5.4953  1.62982731e+00  3.41324608e+00
0.5  0.2618  1  5.94941  1.58499240e+00  3.30510633e+00
0.5  0.2618  1  6.44105  1.54957469e+00  3.22092384e+00
0.5  0.2618  1  6.97332  1.51455718e+00  3.13878808e+00
0.5  0.2618  1  7.54957  1.47134808e+00  3.03896138e+00
0.5  0.2618  1  8.17344  1.43723103e+00  2.96134618e+00
0.5  0.2618  1  8.84887  1.39514749e+00  2.86709675e+00
0.5  0.2618  1  9.58011  1.36193088e+00  2.79388446e+00
0.5  0.2618  1  10.3718  1.32097290e+00  2.70506473e+00
0.5  0.2618  1  11.2289  1.28865675e+00  2.63613693e+00
0.5  0.2618  1  12.1568  1.24882433e+00  2.55259857e+00
0.5  0.2618  1  13.1614  1.21740863e+00  2.48783621e+00
0.5  0.2618  1  14.249  1.18639312e+00  2.42488668e+00
0.5  0.2618  1  15.4265  1.15577782e+00  2.36372621e+00
0.5  0.2618  1  16.7013  1.11807147e+00  2.28975504e+00
0.5  0.2618  1  18.0814  1.08835661e+00  2.23253248e+00
0.5  0.2618  1  19.5756  1.05904195e+00  2.17702362e+00
0.5  0.2618  1  21.1933  1.03012750e+00  2.12319915e+00
0.5  0.2618  1  22.9446  1.00870429e+00  2.08392331e+00
0.5  0.2618  1  24.8407  9.80490184e-01  2.03299266e+00
0.5  0.2618  1  26.8934  9.52676279e-01  1.98368197e+00
0.5  0.2618  1  29.1158  9.32078481e-01  1.94774735e+00
0.5  0.2618  1  31.5219  9.11705796e-01  1.91269980e+00
0.5  0.2618  1  34.1267  8.84892391e-01  1.86733158e+00
0.5  0.2618  1  36.9468  8.65044968e-01  1.83431323e+00
0.5  0.2618  1  40  8.45422658e-01  1.80214703e+00
0.5  0.2618  1.5  4  1.18500076e+00  2.42208397e+00
0.5  0.2618  1.5  4.33055  1.15998825e+00  2.37207936e+00
0.5  0.2618  1.5  4.68841  1.13524255e+00  2.32325370e+00
0.5  0.2618  1.5  5.07584  1.11076365e+00  2.27559399e+00
0.5  0.2618  1.5  5.4953  1.08655154e+00  2.22908720e+00
0.5  0.2618  1.5  5.94941  1.05666160e+00  2.17255752e+00
0.5  0.2618  1.5  6.44105  1.03304979e+00  2.12859670e+00
0.5  0.2618  1.5  6.97332  1.00970479e+00  2.08574602e+00
0.5  0.2618  1.5  7.54957  9.80898721e-01  2.03372363e+00
0.5  0.2618  1.5  8.17344  9.58154017e-01  1.99332219e+00
0.5  0.2618  1.5  8.84887  9.30098324e-01  1.94431918e+00
0.5  0.2618  1.5  9.58011  9.07953920e-01  1.90629945e+00
0.5  0.2618  1.5  10.3718  8.80648603e-01  1.86023104e+00
0.5  0.2618  1.5  11.2289  8.59104499e-01  1.82452482e+00
0.5  0.2618  1.5  12.1568  8.32549556e-01  1.78130541e+00
0.5  0.2618  1.5  13.1614  8.11605752e-01  1.74784390e+00
0.5  0.2618  1.5  14.249  7.90928748e-01  1.71536008e+00
0.5  0.2618  1.5  15.4265  7.70518544e-01  1.68383558e+00
0.5  0.2618  1.5  16.7013  7.45380977e-01  1.64576124e+00
0.5  0.2618  1.5  18.0814  7.25571074e-01  1.61634988e+00
0.5  0.2618  1.5  19.5756  7.06027970e-01  1.58785507e+00
0.5  0.2618  1.5  21.1933  6.86751666e-01  1.56026276e+00
0.5  0.2618  1.5  22.9446  6.72469526e-01  1.54015233e+00
0.5  0.2618  1.5  24.8407  6.53660123e-01  1.51410554e+00
0.5  0.2618  1.5  26.8934  6.35117519e-01  1.48892246e+00
0.5  0.2618  1.5  29.1158  6.21385654e-01  1.47059338e+00
0.5  0.2618  1.5  31.5219  6.07803864e-01  1.45273611e+00
0.5  0.2618  1.5  34.1267  5.89928261e-01  1.42964986e+00
0.5  0.2618  1.5  36.9468  5.76696646e-01  1.41286989e+00
0.5  0.2618  1.5  40  5.63615106e-01  1.39654146e+00
0.5  0.2618  2  4  8.88750570e-01  1.87380599e+00
0.5  0.2618  2  4.33055  8.69991191e-01  1.84249659e+00
0.5  0.2618  2  4.68841  8.51431913e-01  1.81194700e+00
0.5  0.2618  2  5.07584  8.33072734e-01  1.78214838e+00
0.5  0.2618  2  5.4953  8.14913656e-01  1.75309184e+00
0.5  0.2618  2  5.94941  7.92496199e-01  1.71780346e+00
